,index,carat,cut,color,clarity,depth,table,price,x,y,z
336,555,0.9,Premium,G,SI1,60.6,62.0,2830,6.21,6.13,3.74
337,557,0.72,Ideal,E,SI1,62.3,57.0,2831,5.7,5.76,3.57
338,558,0.75,Ideal,E,SI1,61.4,57.0,2831,5.82,5.87,3.59
339,559,0.72,Premium,E,SI1,62.1,58.0,2831,5.73,5.76,3.57
340,560,0.79,Ideal,G,SI1,61.8,56.0,2831,5.93,5.91,3.66
341,563,0.71,Premium,G,VVS2,62.1,57.0,2832,5.75,5.65,3.54
342,564,0.81,Premium,G,SI1,63.0,60.0,2832,5.87,5.81,3.68
343,565,0.82,Ideal,H,SI1,62.5,57.0,2832,5.91,5.97,3.71
344,566,0.71,Premium,F,VS1,62.2,58.0,2832,5.72,5.66,3.54
345,571,0.7,Ideal,D,VS2,61.0,57.0,2833,5.74,5.76,3.51
346,572,0.61,Ideal,F,VVS2,61.7,55.0,2833,5.45,5.48,3.37
347,573,0.85,Ideal,H,SI2,62.5,57.0,2833,6.02,6.07,3.78
348,574,0.7,Ideal,F,SI1,60.7,57.0,2833,5.73,5.75,3.49
349,575,0.8,Ideal,G,VS2,62.2,56.0,2834,5.94,5.87,3.67
350,576,0.8,Ideal,H,VS2,62.8,57.0,2834,5.91,5.87,3.7
351,578,0.53,Ideal,F,VVS1,61.4,57.0,2834,5.2,5.23,3.2
352,579,0.78,Ideal,I,VS2,61.8,55.0,2834,5.92,5.95,3.67
353,582,0.77,Ideal,E,SI2,60.7,55.0,2834,6.01,5.95,3.63
354,583,0.73,Ideal,F,VS1,61.2,56.0,2835,5.89,5.81,3.58
355,584,0.63,Ideal,F,VVS2,61.9,57.0,2835,5.47,5.51,3.4
356,585,0.7,Ideal,E,VS2,61.5,54.0,2835,5.7,5.75,3.52
357,586,0.72,Ideal,E,VS2,62.8,57.0,2835,5.71,5.73,3.59
358,587,0.72,Ideal,E,SI1,61.0,57.0,2835,5.78,5.8,3.53
359,588,0.75,Premium,F,VS2,59.6,59.0,2835,6.04,5.94,3.57
360,591,0.7,Premium,E,VS1,62.6,59.0,2837,5.69,5.66,3.55
361,592,0.7,Ideal,E,VS1,61.8,56.0,2837,5.74,5.69,3.53
362,593,0.71,Ideal,F,SI1,59.8,53.0,2838,5.86,5.82,3.49
363,596,0.72,Premium,F,VS1,58.8,60.0,2838,5.91,5.89,3.47
364,597,0.7,Premium,F,VS2,62.3,58.0,2838,5.72,5.64,3.54
365,598,0.7,Premium,F,VS2,61.7,58.0,2838,5.69,5.63,3.49
366,599,0.7,Premium,G,VS1,62.6,55.0,2838,5.73,5.64,3.56
367,600,0.7,Premium,F,VS2,59.4,61.0,2838,5.83,5.79,3.45
368,602,0.7,Premium,F,VS2,60.9,61.0,2838,5.71,5.66,3.46
369,603,0.7,Premium,F,VS2,59.5,58.0,2838,5.85,5.75,3.45
370,604,0.7,Premium,G,VS1,63.0,60.0,2838,5.64,5.57,3.53
371,606,0.71,Ideal,F,VS1,61.5,57.0,2839,5.74,5.71,3.52
372,607,0.7,Ideal,F,VS1,61.6,54.0,2839,5.75,5.72,3.53
373,608,0.71,Ideal,F,VS1,62.1,55.0,2839,5.82,5.68,3.57
374,609,0.71,Premium,F,VS1,59.1,61.0,2839,5.84,5.81,3.44
375,610,0.71,Premium,F,VS1,59.0,60.0,2839,5.82,5.8,3.43
376,611,0.71,Premium,F,VS1,60.5,58.0,2839,5.75,5.72,3.47
377,612,0.7,Ideal,F,VS1,62.4,53.0,2839,5.73,5.71,3.57
378,613,0.73,Ideal,G,VS2,61.8,54.0,2839,5.8,5.82,3.59
379,614,0.7,Ideal,E,VS2,62.1,54.0,2839,5.69,5.72,3.54
380,615,0.7,Ideal,G,VS1,61.3,57.0,2839,5.71,5.74,3.51
381,616,0.71,Premium,G,VVS2,60.3,58.0,2839,5.82,5.78,3.5
382,617,0.71,Premium,F,VS1,59.2,58.0,2839,5.87,5.82,3.46
383,618,0.79,Premium,G,VS2,59.3,62.0,2839,6.09,6.01,3.59
384,619,0.71,Premium,F,VS1,62.7,59.0,2839,5.7,5.62,3.55
385,622,0.7,Ideal,F,SI1,61.0,56.0,2840,5.75,5.8,3.52
386,623,0.71,Premium,F,VS2,59.3,56.0,2840,5.88,5.82,3.47
387,624,0.92,Ideal,D,SI2,61.9,56.0,2840,6.27,6.2,3.86
388,625,0.83,Premium,F,SI2,61.4,59.0,2840,6.08,6.04,3.72
389,626,0.7,Premium,H,VVS1,59.2,60.0,2840,5.87,5.78,3.45
390,627,0.73,Premium,F,VS2,60.3,59.0,2841,5.9,5.87,3.55
391,630,0.82,Ideal,F,SI2,61.7,53.0,2841,6.0,6.12,3.74
392,631,0.82,Ideal,F,SI2,62.3,56.0,2841,5.96,6.02,3.73
393,633,0.52,Ideal,F,VVS1,61.2,56.0,2841,5.19,5.21,3.18
394,634,1.0,Premium,F,I1,58.9,60.0,2841,6.6,6.55,3.87
395,636,0.73,Ideal,D,SI1,61.4,57.0,2841,5.76,5.8,3.55
396,637,0.73,Premium,F,VS2,59.9,59.0,2841,5.87,5.77,3.5
397,638,0.73,Premium,G,VS1,61.4,58.0,2841,5.82,5.77,3.56
398,639,0.8,Ideal,I,VS1,62.6,54.0,2842,5.92,5.96,3.72
399,640,0.7,Premium,F,VS2,58.7,61.0,2842,5.8,5.72,3.38
400,646,0.73,Ideal,G,VVS2,61.3,57.0,2843,5.81,5.84,3.57
401,648,0.72,Ideal,E,VS2,62.0,57.0,2843,5.71,5.74,3.55
402,649,0.81,Ideal,F,SI2,62.1,57.0,2843,5.91,5.95,3.68
403,650,0.71,Ideal,G,VVS2,60.7,57.0,2843,5.81,5.78,3.52
404,653,1.01,Ideal,I,I1,61.5,57.0,2844,6.45,6.46,3.97
405,655,0.79,Ideal,H,VS2,62.5,57.0,2844,5.91,5.93,3.7
406,659,1.27,Premium,H,SI2,59.3,61.0,2845,7.12,7.05,4.2
407,660,0.79,Ideal,D,SI1,61.5,56.0,2846,5.96,5.91,3.65
408,662,0.73,Ideal,H,VVS2,61.6,56.0,2846,5.79,5.84,3.58
409,665,0.73,Ideal,E,SI1,59.1,59.0,2846,5.92,5.95,3.51
410,666,0.7,Ideal,E,SI1,61.6,57.0,2846,5.71,5.76,3.53
411,668,0.77,Premium,E,SI1,62.9,59.0,2846,5.84,5.79,3.66
412,669,0.77,Premium,G,VS2,61.3,60.0,2846,5.91,5.81,3.59
413,670,0.77,Premium,G,VS1,61.4,58.0,2846,5.94,5.89,3.63
414,672,0.72,Ideal,E,SI1,60.3,57.0,2847,5.83,5.85,3.52
415,673,0.76,Premium,D,SI1,61.1,59.0,2847,5.93,5.88,3.61
416,675,0.54,Ideal,D,VVS2,61.5,55.0,2848,5.25,5.29,3.24
417,680,0.7,Ideal,F,VS2,60.8,59.0,2850,5.69,5.79,3.49
418,681,0.75,Ideal,J,SI1,61.5,56.0,2850,5.83,5.87,3.6
419,684,0.66,Ideal,D,VS1,62.1,56.0,2851,5.54,5.57,3.45
420,686,0.86,Premium,H,SI1,62.7,59.0,2851,6.04,5.98,3.77
421,687,0.74,Ideal,F,SI1,61.0,57.0,2851,5.85,5.81,3.56
422,689,0.78,Ideal,I,VS1,61.5,57.0,2852,5.88,5.92,3.63
423,690,0.74,Ideal,G,SI1,61.3,55.0,2852,5.85,5.86,3.59
424,691,0.73,Ideal,E,SI1,62.7,55.0,2852,5.7,5.79,3.6
425,693,0.71,Premium,F,VS2,62.6,58.0,2853,5.67,5.7,3.56
426,695,0.79,Ideal,D,SI2,62.8,57.0,2853,5.9,5.85,3.69
427,696,0.79,Premium,D,SI2,60.0,60.0,2853,6.07,6.03,3.63
428,697,0.71,Premium,E,SI1,62.7,58.0,2853,5.73,5.66,3.57
429,698,0.82,Premium,I,VS1,61.9,58.0,2853,5.99,5.97,3.7
430,701,1.12,Premium,H,I1,59.1,61.0,2854,6.78,6.75,4.0
431,702,0.73,Premium,E,VS2,62.0,57.0,2854,5.86,5.76,3.6
432,707,0.7,Premium,E,VS1,58.4,59.0,2854,5.91,5.83,3.43
433,708,0.68,Premium,F,VVS2,61.7,57.0,2854,5.67,5.64,3.49
434,711,0.74,Premium,D,VS2,62.4,57.0,2855,5.8,5.74,3.6
435,715,1.02,Ideal,H,SI2,61.6,55.0,2856,6.49,6.43,3.98
436,716,0.6,Ideal,F,VVS2,60.8,57.0,2856,5.44,5.49,3.32
437,717,0.8,Ideal,G,SI2,61.6,56.0,2856,5.97,6.01,3.69
438,718,0.97,Ideal,F,I1,60.7,56.0,2856,6.43,6.41,3.9
439,720,0.26,Ideal,E,VS1,62.3,57.0,556,4.05,4.08,2.53
440,721,0.26,Ideal,E,VS1,62.1,56.0,556,4.09,4.12,2.55
441,722,0.36,Ideal,H,SI1,61.9,55.0,556,4.57,4.59,2.83
442,728,0.34,Ideal,E,SI1,62.2,54.0,556,4.47,4.5,2.79
443,730,0.31,Ideal,I,VVS1,61.6,55.0,557,4.36,4.41,2.7
444,731,0.31,Ideal,I,VVS1,61.3,56.0,557,4.36,4.38,2.68
445,732,0.31,Ideal,I,VVS1,62.3,54.0,557,4.37,4.4,2.73
446,733,0.31,Ideal,I,VVS1,62.0,54.0,557,4.37,4.4,2.72
447,734,0.31,Ideal,I,VVS1,62.7,53.0,557,4.33,4.35,2.72
448,735,0.31,Ideal,I,VVS1,62.2,53.0,557,4.36,4.38,2.72
449,736,0.31,Ideal,G,VS2,62.2,53.6,557,4.32,4.35,2.7
450,737,0.31,Ideal,H,VS1,61.6,54.8,557,4.35,4.37,2.69
451,738,0.31,Ideal,H,VS1,61.8,54.2,557,4.33,4.37,2.69
452,739,0.33,Premium,G,SI2,59.4,59.0,557,4.52,4.5,2.68
453,740,0.33,Premium,F,SI2,62.3,58.0,557,4.43,4.4,2.75
454,741,0.33,Premium,G,SI2,62.6,58.0,557,4.42,4.4,2.76
455,742,0.33,Ideal,G,SI2,61.9,56.0,557,4.45,4.41,2.74
456,743,0.33,Premium,F,SI2,63.0,58.0,557,4.42,4.4,2.78
457,744,0.33,Premium,J,VS1,62.8,58.0,557,4.41,4.38,2.76
458,745,0.33,Premium,J,VS1,61.5,61.0,557,4.46,4.39,2.72
459,746,0.33,Ideal,J,VS1,62.1,55.0,557,4.44,4.41,2.75
460,747,0.33,Ideal,I,SI1,63.0,57.0,557,4.39,4.37,2.76
461,749,0.33,Premium,I,SI1,60.4,59.0,557,4.54,4.5,2.73
462,751,0.77,Premium,F,SI1,60.8,59.0,2856,5.92,5.86,3.58
463,752,0.77,Premium,F,SI1,61.0,58.0,2856,5.94,5.9,3.61
464,755,0.72,Ideal,E,SI1,62.3,57.0,2857,5.76,5.7,3.57
465,756,0.9,Premium,I,VS2,61.9,59.0,2857,6.2,6.14,3.82
466,757,0.72,Premium,E,SI1,62.1,58.0,2857,5.76,5.73,3.57
467,758,0.7,Ideal,G,VVS2,62.1,56.0,2858,5.63,5.71,3.52
468,761,0.71,Premium,E,VS2,61.0,60.0,2858,5.76,5.69,3.49
469,762,0.7,Premium,E,VS2,61.4,59.0,2858,5.73,5.7,3.51
470,763,0.71,Premium,E,VS2,61.5,60.0,2858,5.76,5.68,3.52
471,765,0.92,Premium,J,SI1,62.9,58.0,2858,6.22,6.18,3.9
472,766,0.76,Ideal,E,SI1,62.7,54.0,2858,5.88,5.83,3.67
473,767,0.73,Ideal,D,SI1,61.5,56.0,2858,5.84,5.8,3.58
474,768,0.71,Premium,D,VS2,60.4,62.0,2858,5.74,5.72,3.46
475,772,0.7,Ideal,D,VS2,61.0,57.0,2859,5.76,5.74,3.51
476,773,0.7,Premium,D,VS2,62.4,56.0,2859,5.72,5.66,3.55
477,774,0.77,Premium,F,VS1,60.9,60.0,2859,5.91,5.88,3.59
478,775,0.71,Ideal,G,VS1,61.5,56.0,2859,5.74,5.78,3.54
479,776,0.7,Premium,D,VS2,59.6,61.0,2859,5.8,5.77,3.45
480,778,0.83,Premium,E,SI2,59.2,60.0,2859,6.17,6.12,3.64
481,781,0.6,Ideal,E,VVS2,61.9,54.9,2860,5.41,5.44,3.35
482,782,0.71,Premium,D,VS1,62.9,57.0,2860,5.66,5.6,3.54
483,783,0.53,Ideal,F,VVS1,61.4,57.0,2860,5.23,5.2,3.2
484,784,0.71,Premium,D,SI1,60.7,58.0,2861,5.95,5.78,3.56
485,785,0.62,Ideal,G,VVS2,61.6,56.0,2861,5.45,5.48,3.37
486,786,0.62,Ideal,G,VVS2,61.6,56.0,2861,5.48,5.51,3.38
487,787,0.9,Premium,I,SI1,63.0,58.0,2861,6.09,6.01,3.81
488,789,0.82,Premium,E,SI2,61.7,59.0,2861,6.01,5.98,3.7
489,790,0.66,Premium,D,VS1,61.0,58.0,2861,5.67,5.57,3.43
490,794,0.79,Premium,F,SI1,62.3,54.0,2862,5.97,5.91,3.7
491,796,0.7,Ideal,H,VS2,61.1,57.0,2862,5.71,5.74,3.5
492,798,0.79,Premium,H,VS1,60.0,60.0,2862,6.07,5.99,3.64
493,799,0.7,Premium,E,VS2,59.5,59.0,2862,5.82,5.77,3.45
494,800,1.22,Premium,E,I1,60.9,57.0,2862,6.93,6.88,4.21
495,802,0.73,Premium,E,VS2,62.5,61.0,2862,5.78,5.64,3.59
496,804,0.71,Ideal,D,SI1,60.8,56.0,2863,5.8,5.77,3.52
497,805,0.83,Premium,G,SI1,62.3,58.0,2863,6.01,5.97,3.73
498,806,0.84,Premium,F,SI2,62.3,59.0,2863,6.06,6.01,3.76
499,807,0.71,Premium,D,SI1,61.0,61.0,2863,5.82,5.75,3.53
500,808,0.71,Premium,D,SI1,59.7,59.0,2863,5.82,5.8,3.47
501,809,0.71,Premium,D,SI1,61.7,56.0,2863,5.8,5.68,3.54
502,810,0.71,Ideal,D,SI1,61.7,57.0,2863,5.75,5.7,3.53
503,811,0.71,Premium,D,SI1,61.4,58.0,2863,5.79,5.75,3.54
504,812,0.71,Premium,D,SI1,60.6,58.0,2863,5.79,5.77,3.5
505,813,0.91,Premium,J,SI1,59.5,62.0,2863,6.4,6.18,3.74
506,814,0.9,Premium,J,VS2,59.8,62.0,2863,6.24,6.21,3.72
507,815,0.71,Premium,H,VVS2,61.5,62.0,2863,5.74,5.68,3.51
508,816,0.71,Premium,E,SI1,59.1,61.0,2863,5.84,5.8,3.44
509,817,0.72,Ideal,F,VS2,59.5,57.0,2863,5.91,5.86,3.5
510,818,0.72,Premium,E,SI1,60.9,60.0,2863,5.78,5.74,3.51
511,819,0.71,Ideal,E,VS2,61.0,55.0,2863,5.79,5.75,3.52
512,820,0.81,Ideal,E,SI2,60.3,57.0,2864,6.07,6.04,3.65
513,822,0.73,Premium,D,SI1,60.8,55.0,2865,5.87,5.81,3.55
514,825,0.71,Ideal,E,VS1,62.2,55.0,2866,5.74,5.7,3.56
515,826,0.7,Ideal,H,VVS1,62.3,58.0,2866,5.66,5.7,3.54
516,827,0.96,Premium,I,SI1,61.3,58.0,2866,6.39,6.3,3.89
517,829,0.7,Ideal,D,VS2,62.4,57.0,2867,5.68,5.61,3.52
518,830,0.71,Ideal,H,VVS1,60.4,57.0,2867,5.78,5.81,3.5
519,831,0.8,Premium,H,VS2,61.2,53.0,2867,6.05,5.98,3.68
520,832,0.95,Premium,F,SI2,58.4,57.0,2867,6.49,6.41,3.77
521,833,0.82,Ideal,F,SI2,62.3,56.0,2867,5.99,5.95,3.72
522,834,0.52,Ideal,F,VVS1,61.2,56.0,2867,5.21,5.19,3.18
523,835,0.82,Ideal,F,SI2,61.7,53.0,2867,6.12,6.0,3.74
524,836,0.82,Ideal,F,SI2,62.3,56.0,2867,6.02,5.96,3.73
525,837,0.82,Premium,F,SI2,59.7,57.0,2867,6.14,6.12,3.66
526,838,0.8,Ideal,G,SI1,61.3,57.0,2867,5.96,5.91,3.64
527,840,0.72,Ideal,I,VS1,62.4,55.0,2868,5.72,5.75,3.58
528,841,0.62,Ideal,G,IF,60.5,57.0,2868,5.52,5.56,3.35
529,842,0.79,Premium,E,SI2,61.0,58.0,2868,5.96,5.9,3.62
530,844,1.08,Premium,D,I1,61.9,60.0,2869,6.55,6.48,4.03
531,845,0.72,Ideal,E,SI1,60.8,55.0,2869,5.77,5.84,3.53
532,846,0.62,Ideal,G,IF,61.8,56.0,2869,5.43,5.47,3.37
533,847,0.73,Ideal,G,VVS2,61.3,57.0,2869,5.84,5.81,3.57
534,848,0.72,Ideal,H,VVS2,60.9,57.0,2869,5.79,5.77,3.52
535,849,0.52,Premium,F,VVS2,61.8,60.0,2870,5.16,5.13,3.18
536,850,0.83,Ideal,E,SI2,62.2,57.0,2870,6.0,6.05,3.75
537,851,0.64,Premium,E,VVS2,62.1,58.0,2870,5.56,5.51,3.44
538,852,0.8,Ideal,G,SI1,62.5,57.0,2870,5.94,5.9,3.7
539,853,0.74,Ideal,H,SI1,62.1,56.0,2870,5.77,5.83,3.6
540,854,0.72,Ideal,F,SI1,61.5,56.0,2870,5.72,5.79,3.54
541,855,0.82,Ideal,H,VS2,59.5,57.0,2870,6.12,6.09,3.63
542,856,0.73,Premium,E,VS1,61.3,59.0,2870,5.81,5.78,3.55
543,857,1.04,Premium,I,I1,61.6,61.0,2870,6.47,6.45,3.98
544,860,0.9,Premium,J,SI1,62.8,59.0,2871,6.13,6.03,3.82
545,861,0.75,Ideal,I,SI1,61.8,55.0,2871,5.83,5.85,3.61
546,862,0.79,Ideal,G,SI1,62.6,55.0,2871,5.91,5.95,3.71
547,865,1.02,Ideal,I,I1,61.7,56.0,2872,6.44,6.49,3.99
548,867,0.7,Ideal,D,SI1,61.8,56.0,2872,5.63,5.73,3.51
549,869,0.7,Ideal,D,SI1,61.4,54.0,2872,5.71,5.75,3.52
550,870,0.7,Ideal,D,SI1,60.7,56.0,2872,5.72,5.75,3.48
551,873,0.74,Ideal,E,SI1,62.3,58.0,2872,5.74,5.78,3.59
552,877,0.76,Ideal,E,SI2,62.8,56.0,2873,5.78,5.82,3.64
553,878,1.0,Ideal,I,SI2,61.7,56.0,2873,6.45,6.41,3.97
554,881,0.9,Premium,J,SI1,61.8,58.0,2873,6.16,6.13,3.8
555,885,0.9,Premium,J,SI1,60.9,61.0,2873,6.26,6.22,3.8
556,886,0.78,Premium,F,VS2,62.6,58.0,2874,5.91,5.82,3.67
557,887,0.71,Premium,D,VS2,61.2,59.0,2874,5.69,5.74,3.5
558,888,0.7,Premium,F,VS1,59.0,59.0,2874,5.79,5.77,3.41
559,889,0.7,Premium,F,VS1,60.8,62.0,2874,5.71,5.67,3.46
560,890,0.7,Premium,G,VVS2,61.8,58.0,2874,5.67,5.63,3.49
561,891,0.7,Ideal,F,VS1,61.0,55.0,2874,5.77,5.73,3.51
562,892,0.7,Ideal,F,VS1,61.6,55.0,2874,5.75,5.71,3.53
563,893,0.7,Ideal,F,VS1,62.4,56.0,2874,5.69,5.65,3.54
564,894,0.7,Premium,G,VVS2,62.9,59.0,2874,5.68,5.61,3.55
565,896,0.77,Ideal,H,SI1,62.4,56.0,2875,5.84,5.9,3.66
566,900,0.73,Premium,E,VS1,62.6,60.0,2876,5.68,5.75,3.58
567,901,0.79,Premium,E,VS2,60.6,53.0,2876,6.04,5.98,3.64
568,903,0.71,Ideal,E,VS1,62.4,56.0,2877,5.75,5.7,3.57
569,904,0.74,Ideal,G,VS2,62.3,55.0,2877,5.8,5.83,3.62
570,910,0.71,Ideal,I,VS2,61.5,55.0,2878,5.76,5.78,3.55
571,911,0.79,Ideal,F,SI1,62.8,56.0,2878,5.88,5.9,3.7
572,913,0.63,Premium,E,IF,60.3,62.0,2879,5.55,5.53,3.34
573,914,0.7,Premium,F,VS1,60.4,60.0,2879,5.73,5.7,3.45
574,915,0.71,Premium,F,VS1,62.7,58.0,2879,5.71,5.67,3.57
575,916,0.84,Ideal,G,SI2,61.0,56.0,2879,6.13,6.1,3.73
576,917,0.84,Ideal,G,SI2,62.3,55.0,2879,6.08,6.03,3.77
577,918,1.02,Ideal,J,SI2,60.3,54.0,2879,6.53,6.5,3.93
578,920,0.72,Ideal,F,VS1,62.0,56.0,2879,5.76,5.73,3.56
579,923,0.7,Ideal,H,VVS1,62.0,55.0,2881,5.74,5.71,3.55
580,925,1.05,Premium,H,I1,62.0,59.0,2881,6.5,6.47,4.02
581,927,0.54,Ideal,F,VVS1,61.8,56.0,2882,5.23,5.26,3.24
582,928,0.73,Premium,F,VS2,59.9,58.0,2882,5.87,5.84,3.51
583,930,0.73,Premium,F,VS2,58.7,57.0,2882,5.97,5.92,3.49
584,931,0.72,Ideal,D,SI1,61.8,56.0,2883,5.75,5.81,3.57
585,936,1.01,Premium,I,SI1,62.7,60.0,2885,6.36,6.27,3.96
586,937,0.77,Ideal,D,SI2,61.5,55.0,2885,5.9,5.93,3.64
587,940,0.73,Ideal,E,SI1,61.4,56.0,2886,5.79,5.81,3.56
588,941,0.72,Ideal,E,SI1,62.7,55.0,2886,5.64,5.69,3.55
589,943,0.7,Premium,E,VS1,62.6,59.0,2887,5.66,5.69,3.55
590,944,0.79,Ideal,I,VS1,61.7,59.0,2888,5.93,5.96,3.67
591,950,0.5,Ideal,E,VVS2,62.2,54.0,2889,5.08,5.12,3.17
592,951,0.5,Ideal,E,VVS2,62.2,54.0,2889,5.09,5.11,3.17
593,952,0.74,Ideal,F,SI1,61.2,56.0,2889,5.83,5.87,3.58
594,953,0.77,Premium,F,VS2,61.8,56.0,2889,5.94,5.9,3.66
595,954,0.77,Premium,E,SI1,59.8,61.0,2889,5.99,5.95,3.57
596,955,0.8,Ideal,F,SI1,61.5,54.0,2890,6.07,6.0,3.71
597,956,0.8,Ideal,F,SI1,62.4,57.0,2890,5.9,5.87,3.67
598,957,0.8,Premium,F,SI1,61.5,60.0,2890,5.97,5.94,3.66
599,959,0.66,Ideal,G,VVS1,61.5,56.0,2890,5.61,5.58,3.44
600,961,0.71,Ideal,F,VS2,61.2,56.0,2891,5.73,5.77,3.52
601,962,0.71,Ideal,E,VS2,61.6,56.0,2891,5.74,5.76,3.54
602,963,0.71,Ideal,E,VS2,62.7,56.0,2891,5.71,5.75,3.59
603,964,0.72,Ideal,D,SI1,61.1,56.0,2891,5.78,5.81,3.54
604,966,0.86,Ideal,H,SI2,61.8,55.0,2892,6.12,6.14,3.79
605,970,0.71,Ideal,G,VVS2,61.5,57.0,2893,5.73,5.75,3.53
606,971,0.75,Ideal,F,VS2,62.5,57.0,2893,5.78,5.83,3.63
607,973,0.8,Ideal,G,SI2,62.5,55.0,2893,5.89,5.92,3.69
608,976,0.82,Premium,G,SI1,59.9,59.0,2893,6.09,6.06,3.64
609,978,0.81,Ideal,G,SI2,62.2,57.0,2894,5.96,6.0,3.72
610,979,0.76,Ideal,F,SI1,61.4,56.0,2894,5.88,5.92,3.62
611,982,0.7,Ideal,G,VVS2,62.1,53.0,2895,5.71,5.75,3.56
612,986,0.53,Ideal,F,VVS1,61.6,56.0,2896,5.18,5.24,3.21
613,987,0.79,Ideal,D,SI1,61.5,56.0,2896,5.91,5.96,3.65
614,988,0.73,Ideal,E,SI2,61.5,55.0,2896,5.82,5.86,3.59
615,989,0.77,Ideal,D,SI2,62.1,56.0,2896,5.83,5.89,3.64
616,990,0.77,Premium,E,SI1,60.9,58.0,2896,5.94,5.88,3.6
617,992,1.01,Ideal,I,I1,61.5,57.0,2896,6.46,6.45,3.97
618,994,0.76,Premium,E,SI1,61.1,58.0,2897,5.91,5.85,3.59
619,995,0.54,Ideal,D,VVS2,61.4,52.0,2897,5.3,5.34,3.26
620,996,0.72,Ideal,E,SI1,62.5,55.0,2897,5.69,5.74,3.57
621,998,0.74,Premium,D,VS2,61.8,58.0,2897,5.81,5.77,3.58
622,999,1.12,Premium,J,SI2,60.6,59.0,2898,6.68,6.61,4.03
623,1000,0.75,Ideal,D,SI1,62.3,55.0,2898,5.83,5.8,3.62
624,1001,0.77,Ideal,D,SI1,62.6,57.0,2898,5.92,5.81,3.67
625,1003,0.79,Ideal,G,SI1,61.1,57.0,2898,5.98,5.93,3.64
626,1004,0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
627,1005,0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
628,1006,0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
629,1007,0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
630,1008,0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
631,1011,0.72,Premium,D,VS1,62.7,58.0,2900,5.68,5.65,3.55
632,1012,0.8,Premium,F,SI1,62.7,58.0,2901,5.91,5.93,3.71
633,1013,0.81,Ideal,E,SI2,63.0,56.0,2901,5.95,5.9,3.73
634,1014,0.81,Premium,E,SI2,62.5,59.0,2901,5.97,5.9,3.71
635,1015,0.74,Ideal,E,VS2,61.9,57.0,2901,5.81,5.78,3.59
636,1016,0.73,Premium,E,VS2,62.0,60.0,2902,5.76,5.73,3.56
637,1017,0.73,Ideal,E,VS2,61.4,55.0,2902,5.82,5.8,3.57
638,1018,0.75,Ideal,G,SI1,61.6,55.0,2902,5.82,5.86,3.6
639,1020,0.71,Premium,E,VS2,59.6,60.0,2902,5.85,5.8,3.47
640,1021,0.75,Premium,D,SI1,62.8,60.0,2903,5.78,5.74,3.62
641,1022,0.75,Ideal,D,SI1,62.3,57.0,2903,5.83,5.8,3.62
642,1023,0.72,Ideal,D,SI1,61.9,55.0,2903,5.78,5.75,3.57
643,1024,0.72,Premium,D,SI1,61.4,59.0,2903,5.79,5.71,3.53
644,1025,0.72,Premium,E,VS2,61.1,59.0,2903,5.8,5.75,3.53
645,1029,0.62,Ideal,E,VVS2,62.0,56.0,2904,5.48,5.52,3.41
646,1035,0.53,Ideal,D,VVS1,62.5,54.0,2905,5.16,5.21,3.24
647,1038,0.91,Premium,J,SI1,62.8,59.0,2905,6.19,6.14,3.87
648,1040,0.8,Ideal,I,VS1,62.2,58.0,2906,5.92,5.95,3.69
649,1042,0.61,Ideal,E,VVS2,62.4,53.9,2907,5.42,5.43,3.38
650,1043,0.61,Ideal,E,VVS2,62.4,53.6,2907,5.42,5.45,3.39
651,1044,0.61,Ideal,E,VVS2,62.1,54.2,2907,5.43,5.45,3.38
652,1045,0.72,Ideal,H,VVS1,62.8,57.0,2907,5.68,5.72,3.58
653,1046,0.7,Ideal,F,VS2,62.3,53.0,2907,5.69,5.73,3.56
654,1047,0.71,Ideal,F,VS1,61.9,56.0,2907,5.7,5.74,3.54
655,1048,0.79,Ideal,G,SI1,60.3,60.0,2907,5.98,6.02,3.62
656,1049,0.72,Ideal,E,SI1,62.6,56.0,2907,5.7,5.73,3.58
657,1050,0.33,Ideal,G,SI2,62.9,55.0,557,4.46,4.41,2.79
658,1051,0.39,Ideal,H,SI2,61.5,57.0,558,4.66,4.7,2.88
659,1052,0.32,Ideal,D,SI1,61.3,55.0,558,4.41,4.46,2.72
660,1053,0.25,Premium,F,VS1,61.2,59.0,558,4.05,4.02,2.47
661,1055,0.25,Premium,E,VS1,60.7,59.0,558,4.13,4.11,2.5
662,1056,0.25,Premium,E,VS1,61.5,60.0,558,4.04,4.02,2.48
663,1057,0.31,Premium,I,VS2,60.8,58.0,558,4.37,4.34,2.65
664,1058,0.31,Premium,I,VS2,59.8,60.0,558,4.42,4.38,2.63
665,1060,0.31,Premium,I,VS2,62.3,57.0,558,4.35,4.32,2.7
666,1061,0.31,Premium,H,SI1,58.7,60.0,558,4.47,4.43,2.61
667,1062,0.31,Premium,H,SI1,62.7,58.0,558,4.34,4.31,2.71
668,1063,0.31,Ideal,E,SI2,61.7,56.0,558,4.4,4.35,2.7
669,1064,0.31,Ideal,E,SI2,60.1,57.0,558,4.44,4.41,2.66
