MS_Zoning;Lot_Frontage;Lot_Area;Street;Lot_Shape;Utilities;Lot_Config;Neighborhood;House_Style;Overall_Qual;Overall_Cond;Year_Built;Year_Remod_Add;Exterior_1st;Exterior_2nd;Heating;Heating_QC;Central_Air;Electrical;First_Flr_SF;Second_Flr_SF;Low_Qual_Fin_SF;Gr_Liv_Area;Bsmt_Full_Bath;Bsmt_Half_Bath;Full_Bath;Half_Bath;Bedroom_AbvGr;Kitchen_AbvGr;Kitchen_Qual;TotRms_AbvGrd;Fireplaces;Fireplace_Qu;Garage_Type;Garage_Cars;Garage_Area;Garage_Qual;Garage_Cond;Paved_Drive;Mo_Sold;Year_Sold;Sale_Price
Residential_Low_Density;37;6951;Pave;Slightly_Irregular;AllPub;CulDSac;Mitchell;One_Story;Average;Average;1984;1985;HdBoard;Plywood;GasA;Typical;Y;SBrkr;923;0;0;923;1;0;1;0;3;1;Typical;5;0;No_Fireplace;Attchd;1;264;Typical;Typical;Paved;10;2008;119500
Residential_Low_Density;60;10800;Pave;Regular;AllPub;Inside;Old_Town;One_Story;Average;Good;1920;1950;Wd Sdng;Wd Sdng;GasA;Typical;N;SBrkr;846;0;0;846;0;0;1;0;2;1;Good;4;0;No_Fireplace;Detchd;2;576;Typical;Typical;Dirt_Gravel;6;2009;106000
Residential_Low_Density;80;8816;Pave;Regular;AllPub;Inside;Clear_Creek;SLvl;Above_Average;Good;1971;1971;HdBoard;HdBoard;GasA;Good;Y;SBrkr;1052;0;0;1052;1;0;1;0;3;1;Typical;6;0;No_Fireplace;Attchd;2;440;Typical;Typical;Paved;6;2010;155000
Residential_Low_Density;60;11100;Pave;Regular;AllPub;Inside;Edwards;One_Story;Below_Average;Good;1946;2006;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;930;0;0;930;0;0;1;0;2;1;Good;6;0;No_Fireplace;Detchd;1;308;Typical;Typical;Paved;4;2010;84900
Residential_Low_Density;70;8749;Pave;Regular;AllPub;Inside;College_Creek;Two_Story;Good;Average;2002;2002;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;840;885;0;1725;0;0;2;1;3;1;Good;6;0;No_Fireplace;Attchd;2;550;Typical;Typical;Paved;11;2009;198500
Residential_Low_Density;0;22002;Pave;Regular;AllPub;Corner;North_Ames;One_Story;Above_Average;Good;1959;1991;MetalSd;MetalSd;GasA;Good;Y;SBrkr;1652;0;0;1652;1;0;1;1;3;1;Good;6;1;Good;Attchd;2;510;Typical;Typical;Paved;7;2007;200000
Residential_Low_Density;141;31770;Pave;Slightly_Irregular;AllPub;Corner;North_Ames;One_Story;Above_Average;Average;1960;1960;BrkFace;Plywood;GasA;Fair;Y;SBrkr;1656;0;0;1656;1;0;1;0;3;1;Typical;7;2;Good;Attchd;2;528;Typical;Typical;Partial_Pavement;5;2010;215000
Residential_Low_Density;78;10140;Pave;Regular;AllPub;Inside;Northwest_Ames;One_Story;Good;Average;1998;1999;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1680;0;0;1680;1;0;2;0;3;1;Good;7;1;Typical;Attchd;2;583;Typical;Typical;Paved;6;2009;213250
Residential_Medium_Density;50;9000;Pave;Regular;AllPub;Corner;Old_Town;Two_Story;Average;Above_Average;1880;1991;VinylSd;VinylSd;GasA;Typical;Y;FuseA;1089;661;0;1750;0;0;1;0;3;1;Excellent;8;0;No_Fireplace;Detchd;1;240;Fair;Poor;Dirt_Gravel;6;2006;124000
Residential_Low_Density;0;8544;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Fair;Below_Average;1949;1950;Stucco;Stucco;Wall;Fair;N;FuseA;1040;0;0;1040;0;0;2;0;2;2;Typical;6;0;No_Fireplace;Detchd;2;400;Typical;Typical;Paved;5;2006;87500
Residential_Low_Density;0;11515;Pave;Slightly_Irregular;AllPub;CulDSac;Edwards;One_Story;Below_Average;Average;1958;1994;HdBoard;HdBoard;GasA;Typical;N;SBrkr;943;0;0;943;0;0;1;0;3;1;Good;5;0;No_Fireplace;Detchd;1;308;Typical;Typical;Dirt_Gravel;8;2007;80000
C_all;60;10200;Pave;Regular;AllPub;Inside;Iowa_DOT_and_Rail_Road;One_Story;Below_Average;Above_Average;1925;1950;MetalSd;MetalSd;GasA;Fair;N;FuseP;572;0;0;572;0;0;1;0;2;1;Typical;4;0;No_Fireplace;Detchd;1;200;Typical;Typical;Dirt_Gravel;5;2009;75000
Residential_Low_Density;0;9240;Pave;Regular;AllPub;Inside;College_Creek;Two_Story;Very_Good;Average;2001;2002;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1055;1208;0;2263;0;0;2;1;3;1;Good;7;1;Typical;BuiltIn;2;905;Typical;Typical;Paved;9;2008;287000
Residential_Low_Density;74;8556;Pave;Regular;AllPub;Inside;College_Creek;One_Story;Good;Average;2006;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1240;0;0;1240;0;0;2;0;2;1;Good;5;0;No_Fireplace;Attchd;3;826;Typical;Typical;Paved;5;2007;194000
Residential_Low_Density;63;7875;Pave;Regular;AllPub;Inside;Gilbert;Two_Story;Good;Average;2003;2003;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;847;1101;0;1948;0;0;2;1;4;1;Good;8;1;Good;BuiltIn;2;434;Typical;Typical;Paved;7;2007;211000
Residential_Low_Density;0;12692;Pave;Slightly_Irregular;AllPub;Inside;Northridge;One_Story;Very_Good;Average;1992;1993;BrkFace;BrkFace;GasA;Excellent;Y;SBrkr;3228;0;0;3228;1;0;3;0;4;1;Good;10;1;Good;Attchd;2;546;Typical;Typical;Paved;5;2007;430000
Residential_Low_Density;50;5330;Pave;Regular;AllPub;Inside;Brookside;One_Story;Below_Average;Good;1940;1950;VinylSd;VinylSd;GasA;Good;Y;SBrkr;708;0;0;708;0;0;1;0;2;1;Fair;5;0;No_Fireplace;No_Garage;0;0;No_Garage;No_Garage;Paved;12;2009;82500
Residential_Low_Density;85;11475;Pave;Regular;AllPub;Corner;North_Ames;SLvl;Above_Average;Above_Average;1961;1961;HdBoard;HdBoard;GasA;Excellent;Y;SBrkr;1576;0;0;1576;1;0;1;0;4;1;Good;7;1;Poor;BuiltIn;2;368;Typical;Typical;Paved;9;2009;174500
Residential_Low_Density;80;9200;Pave;Regular;AllPub;Inside;Northridge;Two_Story;Very_Good;Average;1998;1998;VinylSd;VinylSd;GasA;Good;Y;SBrkr;1470;1160;0;2630;1;0;2;1;4;1;Good;8;1;Typical;Attchd;3;696;Typical;Typical;Paved;6;2008;315000
Residential_Medium_Density;60;3600;Pave;Regular;AllPub;Inside;Old_Town;Two_Story;Above_Average;Good;1910;1993;VinylSd;VinylSd;GasA;Excellent;N;FuseA;684;684;0;1368;0;0;1;0;3;1;Typical;7;0;No_Fireplace;Detchd;1;216;Typical;Fair;Dirt_Gravel;10;2006;114504
Residential_Low_Density;0;13650;Pave;Regular;AllPub;Inside;Sawyer;One_and_Half_Fin;Average;Average;1958;1958;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;1252;668;0;1920;1;0;2;0;4;1;Good;8;1;Good;Attchd;2;451;Typical;Typical;Paved;7;2006;172500
Residential_Low_Density;104;23920;Pave;Regular;AllPub;Inside;Sawyer_West;One_and_Half_Fin;Above_Average;Average;1984;1984;Wd Sdng;Wd Sdng;GasA;Excellent;Y;SBrkr;1105;717;0;1822;0;0;2;0;4;1;Good;7;1;Poor;Attchd;2;515;Typical;Typical;Partial_Pavement;4;2007;228500
Residential_Low_Density;85;13770;Pave;Regular;AllPub;Corner;Sawyer;One_Story;Average;Above_Average;1958;1998;Plywood;Plywood;GasA;Typical;Y;SBrkr;1176;0;0;1176;1;0;1;0;3;1;Typical;6;2;Good;Attchd;1;303;Typical;Typical;Paved;10;2007;137000
Residential_Low_Density;62;7692;Pave;Regular;AllPub;Inside;Edwards;SLvl;Below_Average;Above_Average;1954;1954;Wd Sdng;Wd Sdng;GasA;Good;Y;FuseA;1204;0;0;1204;0;0;1;0;3;1;Typical;6;0;No_Fireplace;Basment;1;312;Typical;Typical;Paved;11;2008;100000
Residential_Low_Density;41;4920;Pave;Regular;AllPub;Inside;Stone_Brook;One_Story;Very_Good;Average;2001;2001;CemntBd;CmentBd;GasA;Excellent;Y;SBrkr;1338;0;0;1338;1;0;2;0;2;1;Good;6;0;No_Fireplace;Attchd;2;582;Typical;Typical;Paved;4;2010;213500
Residential_Low_Density;34;3903;Pave;Regular;AllPub;Inside;Northridge_Heights;One_Story;Above_Average;Average;2005;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1302;0;0;1302;1;0;1;1;1;1;Good;5;1;Good;Attchd;2;631;Typical;Typical;Paved;5;2007;200000
Residential_Low_Density;80;10000;Pave;Regular;AllPub;Inside;Northwest_Ames;One_Story;Above_Average;Above_Average;1974;1974;HdBoard;Plywood;GasA;Typical;Y;SBrkr;1103;0;0;1103;0;0;2;0;3;1;Typical;6;0;No_Fireplace;Attchd;2;462;Typical;Typical;Paved;6;2006;155000
Residential_Low_Density;0;12205;Pave;Slightly_Irregular;AllPub;Inside;Clear_Creek;Two_Story;Above_Average;Very_Good;1966;2007;HdBoard;HdBoard;GasA;Good;Y;SBrkr;976;1111;0;2087;0;0;2;1;5;1;Good;9;0;No_Fireplace;Attchd;2;444;Typical;Typical;Paved;7;2007;187500
Residential_Low_Density;59;7227;Pave;Regular;AllPub;Corner;North_Ames;One_and_Half_Unf;Above_Average;Above_Average;1954;1954;MetalSd;MetalSd;GasA;Good;Y;SBrkr;832;0;0;832;0;0;1;0;2;1;Good;4;0;No_Fireplace;Detchd;2;528;Typical;Typical;Paved;6;2008;105500
Residential_Low_Density;70;11767;Pave;Regular;AllPub;Inside;Edwards;One_and_Half_Fin;Average;Above_Average;1946;1995;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;768;432;0;1200;0;0;1;0;3;1;Typical;6;0;No_Fireplace;Detchd;1;240;Typical;Typical;Paved;5;2008;130500
Residential_Low_Density;67;5142;Pave;Regular;AllPub;Inside;Edwards;One_and_Half_Fin;Below_Average;Good;1923;2008;Wd Sdng;Wd Sdng;GasA;Typical;Y;SBrkr;949;343;0;1292;0;0;1;1;3;1;Good;6;0;No_Fireplace;Detchd;1;205;Typical;Typical;Dirt_Gravel;6;2008;108000
Residential_Low_Density;93;11160;Pave;Regular;AllPub;Corner;North_Ames;One_Story;Good;Average;1968;1968;BrkFace;BrkFace;GasA;Excellent;Y;SBrkr;2110;0;0;2110;1;0;2;1;3;1;Excellent;8;2;Typical;Attchd;2;522;Typical;Typical;Paved;4;2010;244000
Residential_Low_Density;45;6264;Pave;Slightly_Irregular;AllPub;Corner;Stone_Brook;One_Story;Very_Good;Average;1997;1997;CemntBd;CmentBd;GasA;Excellent;Y;SBrkr;1682;0;0;1682;1;0;1;1;1;1;Good;6;1;Typical;Attchd;2;528;Typical;Typical;Paved;7;2008;247900
Residential_Low_Density;44;6442;Pave;Slightly_Irregular;AllPub;Inside;Northridge_Heights;One_Story;Very_Good;Average;2006;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1370;0;0;1370;0;0;2;0;2;1;Good;6;1;Good;Attchd;2;484;Typical;Typical;Paved;10;2007;202500
Residential_Low_Density;60;18062;Pave;Slightly_Irregular;AllPub;CulDSac;Stone_Brook;Two_Story;Very_Excellent;Average;2006;2006;CemntBd;CmentBd;GasA;Excellent;Y;SBrkr;1528;1862;0;3390;0;0;3;1;5;1;Excellent;10;1;Excellent;BuiltIn;3;758;Typical;Typical;Paved;9;2006;545224
Residential_Low_Density;39;5070;Pave;Slightly_Irregular;AllPub;Inside;Stone_Brook;One_Story;Very_Good;Average;1992;1992;HdBoard;HdBoard;GasA;Excellent;Y;SBrkr;1280;0;0;1280;0;0;2;0;2;1;Good;5;0;No_Fireplace;Attchd;2;506;Typical;Typical;Paved;8;2008;180000
Residential_Low_Density;60;6360;Pave;Regular;AllPub;Inside;Sawyer;One_Story;Average;Average;1963;1963;Wd Sdng;HdBoard;GasA;Typical;Y;SBrkr;864;0;0;864;0;0;1;0;3;1;Typical;5;0;No_Fireplace;Attchd;1;276;Typical;Typical;Paved;1;2008;119916
I_all;0;56600;Pave;Slightly_Irregular;AllPub;Inside;Iowa_DOT_and_Rail_Road;Two_and_Half_Unf;Average;Very_Poor;1900;1950;Wd Sdng;Wd Sdng;GasA;Excellent;Y;SBrkr;1150;686;0;1836;0;0;2;0;4;1;Typical;7;0;No_Fireplace;Detchd;1;288;Typical;Fair;Dirt_Gravel;1;2008;103000
Residential_Low_Density;80;10793;Pave;Regular;AllPub;Inside;Northwest_Ames;Two_Story;Average;Average;1969;1969;WdShing;HdBoard;GasA;Excellent;Y;SBrkr;780;840;0;1620;0;0;2;1;4;1;Typical;7;0;No_Fireplace;Attchd;2;462;Typical;Typical;Paved;4;2007;152000
Residential_Medium_Density;52;6240;Pave;Regular;AllPub;Inside;Brookside;One_and_Half_Fin;Above_Average;Above_Average;1931;1950;Wd Sdng;Wd Sdng;GasA;Typical;Y;FuseA;959;408;0;1367;0;0;1;0;3;1;Typical;6;1;Good;Detchd;1;560;Typical;Typical;Paved;11;2007;127500
Residential_Low_Density;91;10010;Pave;Regular;AllPub;Inside;Northridge;Two_Story;Good;Average;1993;1994;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1108;1089;0;2197;1;0;2;1;4;1;Good;9;1;Good;Attchd;3;783;Typical;Typical;Paved;7;2008;287500
Residential_Low_Density;125;10000;Pave;Regular;AllPub;Corner;North_Ames;SLvl;Average;Above_Average;1956;1956;Wd Sdng;Wd Sdng;GasA;Excellent;Y;SBrkr;1370;0;0;1370;1;0;1;0;3;1;Typical;6;1;Typical;Basment;1;300;Typical;Typical;Paved;2;2006;148000
Residential_Low_Density;82;12375;Pave;Regular;AllPub;Inside;Sawyer;One_and_Half_Fin;Average;Average;1951;1951;HdBoard;HdBoard;GasA;Typical;Y;SBrkr;1081;341;0;1422;1;0;1;0;3;1;Typical;7;1;Typical;Detchd;1;288;Typical;Typical;Paved;6;2006;137500
Residential_Low_Density;53;5470;Pave;Regular;AllPub;Inside;Old_Town;One_Story;Fair;Average;1958;1958;MetalSd;MetalSd;GasA;Good;Y;FuseA;792;0;0;792;0;0;1;0;2;1;Typical;4;0;No_Fireplace;Attchd;1;366;Fair;Typical;Paved;8;2009;99900
Residential_Medium_Density;40;5680;Pave;Regular;AllPub;Inside;Old_Town;One_and_Half_Fin;Average;Fair;1901;1950;AsbShng;AsbShng;GasA;Typical;N;FuseA;969;245;0;1214;0;0;1;0;2;1;Typical;6;0;No_Fireplace;Detchd;1;216;Typical;Typical;Dirt_Gravel;9;2007;117000
Residential_Low_Density;80;9600;Pave;Regular;AllPub;Inside;Northwest_Ames;One_Story;Good;Average;1969;1969;HdBoard;HdBoard;GasA;Typical;Y;SBrkr;1164;0;0;1164;0;0;1;1;3;1;Typical;6;0;No_Fireplace;Attchd;2;528;Typical;Typical;Paved;7;2006;140000
Residential_Low_Density;110;14333;Pave;Regular;AllPub;Corner;Northridge_Heights;One_Story;Very_Good;Average;2007;2007;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;2122;0;0;2122;1;0;2;1;2;1;Good;7;1;Excellent;Attchd;3;938;Typical;Typical;Paved;11;2007;345474
Residential_Low_Density;83;10790;Pave;Regular;AllPub;Inside;Northridge;Two_Story;Good;Average;1998;1998;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1108;1277;0;2385;0;0;2;1;4;1;Good;8;1;Typical;BuiltIn;3;600;Typical;Typical;Paved;5;2007;252000
Residential_Low_Density;42;26178;Pave;Slightly_Irregular;AllPub;Inside;Timberland;Two_Story;Good;Average;1989;1990;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;1238;1281;0;2519;1;0;2;1;4;1;Good;9;2;Good;Attchd;2;628;Typical;Typical;Paved;4;2006;335000
Residential_Low_Density;24;2179;Pave;Regular;AllPub;Inside;Northpark_Villa;Two_Story;Above_Average;Average;1976;1976;Plywood;Brk Cmn;GasA;Good;Y;SBrkr;855;601;0;1456;0;0;2;1;3;1;Typical;6;1;Typical;Attchd;2;460;Typical;Typical;Paved;7;2006;144000
Residential_Low_Density;41;5330;Pave;Regular;AllPub;Inside;Stone_Brook;One_Story;Very_Good;Average;2000;2000;CemntBd;CmentBd;GasA;Excellent;Y;SBrkr;1652;0;0;1652;1;0;2;0;2;1;Excellent;6;0;No_Fireplace;Attchd;2;499;Typical;Typical;Paved;8;2007;251000
Residential_Low_Density;68;8286;Pave;Slightly_Irregular;AllPub;Corner;Mitchell;Two_Story;Average;Good;1977;1977;Plywood;Plywood;GasA;Excellent;Y;SBrkr;716;716;0;1432;1;0;1;1;3;1;Typical;6;1;Good;Attchd;2;531;Typical;Typical;Paved;6;2007;157000
Residential_Low_Density;73;9802;Pave;Regular;AllPub;Inside;Timberland;Two_Story;Average;Average;2006;2007;VinylSd;VinylSd;GasA;Good;Y;SBrkr;744;700;0;1444;0;0;2;1;3;1;Typical;7;0;No_Fireplace;BuiltIn;2;400;Typical;Typical;Paved;4;2010;174000
Residential_Low_Density;97;11800;Pave;Slightly_Irregular;AllPub;Inside;College_Creek;One_Story;Average;Average;1974;1974;HdBoard;HdBoard;GasA;Typical;Y;SBrkr;894;0;0;894;0;0;1;0;3;1;Typical;5;0;No_Fireplace;Attchd;2;440;Typical;Typical;Paved;8;2007;131000
Residential_Low_Density;64;7697;Pave;Regular;AllPub;Inside;Gilbert;One_Story;Good;Above_Average;2007;2007;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1258;0;0;1258;0;0;2;0;3;1;Good;6;0;No_Fireplace;Attchd;2;462;Typical;Typical;Paved;8;2007;173500
Residential_Low_Density;24;2364;Pave;Regular;AllPub;Inside;Northpark_Villa;Two_Story;Above_Average;Average;1978;1978;Plywood;Brk Cmn;GasA;Typical;Y;SBrkr;804;744;0;1548;0;1;2;1;3;1;Typical;7;1;Typical;Detchd;2;440;Typical;Typical;Paved;7;2009;147000
Residential_Low_Density;80;9364;Pave;Regular;AllPub;Corner;Sawyer;Two_Story;Above_Average;Good;1969;1969;HdBoard;HdBoard;GasA;Typical;Y;SBrkr;663;689;0;1352;0;0;1;1;4;1;Typical;7;0;No_Fireplace;Attchd;1;299;Typical;Typical;Paved;3;2010;158000
Residential_Medium_Density;63;7628;Pave;Regular;AllPub;Inside;Old_Town;One_and_Half_Fin;Below_Average;Above_Average;1940;1985;MetalSd;MetalSd;GasA;Good;Y;FuseA;1095;561;0;1656;0;0;2;0;2;1;Typical;8;0;No_Fireplace;Detchd;2;440;Typical;Typical;Paved;5;2008;119164
Residential_Low_Density;80;8240;Pave;Regular;AllPub;Inside;Edwards;One_Story;Above_Average;Above_Average;1960;1960;HdBoard;HdBoard;GasA;Good;Y;SBrkr;1179;0;0;1179;0;0;1;0;2;1;Typical;5;0;No_Fireplace;Attchd;2;622;Typical;Typical;Partial_Pavement;6;2007;110000
Residential_Medium_Density;60;10320;Pave;Regular;AllPub;Corner;Iowa_DOT_and_Rail_Road;One_and_Half_Fin;Below_Average;Very_Poor;1910;1950;Wd Sdng;Wd Sdng;GasA;Fair;Y;SBrkr;866;504;114;1484;0;0;2;0;3;1;Typical;6;0;No_Fireplace;Detchd;1;264;Typical;Fair;Dirt_Gravel;9;2007;50000
Residential_Low_Density;85;12633;Pave;Slightly_Irregular;AllPub;Inside;Timberland;One_Story;Very_Excellent;Average;2006;2007;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;1824;0;0;1824;0;0;2;0;3;1;Excellent;8;1;Good;Attchd;3;932;Typical;Typical;Paved;9;2007;392000
Residential_Low_Density;43;3182;Pave;Regular;AllPub;Inside;Bloomington_Heights;One_Story;Good;Average;2005;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1145;0;0;1145;0;0;2;0;2;1;Good;5;1;Good;Attchd;2;397;Typical;Typical;Paved;9;2009;160200
Residential_Low_Density;88;11577;Pave;Regular;AllPub;Inside;Timberland;One_Story;Excellent;Average;2005;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1838;0;0;1838;1;0;2;0;3;1;Excellent;9;1;Good;Attchd;3;682;Typical;Typical;Paved;9;2006;359900
Residential_Low_Density;0;7939;Pave;Regular;AllPub;Inside;Sawyer_West;Two_Story;Good;Average;2000;2000;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1168;1619;0;2787;2;0;4;2;6;2;Typical;8;2;Typical;BuiltIn;4;820;Typical;Typical;Paved;10;2009;269500
Residential_Low_Density;90;11367;Pave;Regular;AllPub;Corner;College_Creek;Two_Story;Very_Good;Average;2002;2002;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1091;898;0;1989;1;0;2;1;3;1;Good;7;1;Good;Attchd;2;586;Typical;Typical;Paved;11;2006;255000
Residential_Medium_Density;40;5400;Pave;Regular;AllPub;Corner;Old_Town;One_Story;Above_Average;Good;1926;2004;MetalSd;MetalSd;GasA;Good;Y;FuseA;1149;467;0;1616;0;0;2;0;3;1;Good;5;0;No_Fireplace;Detchd;1;216;Typical;Typical;Paved;10;2007;152000
Residential_Low_Density;70;11767;Pave;Regular;AllPub;Inside;Edwards;One_Story;Average;Average;1956;1956;HdBoard;HdBoard;GasA;Excellent;Y;SBrkr;1560;0;0;1560;0;0;1;0;2;1;Typical;7;1;Typical;Attchd;1;313;Typical;Typical;Paved;5;2009;103500
Residential_Low_Density;65;8769;Pave;Regular;AllPub;FR2;College_Creek;One_Story;Good;Average;2005;2005;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1190;0;0;1190;1;0;2;0;2;1;Good;5;0;No_Fireplace;Attchd;2;578;Typical;Typical;Paved;10;2007;173500
Residential_Low_Density;0;7750;Pave;Regular;AllPub;Inside;Gilbert;Two_Story;Good;Average;2002;2002;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;707;707;0;1414;0;0;2;1;3;1;Good;6;1;Good;Attchd;2;403;Typical;Typical;Paved;4;2008;176000
Residential_Low_Density;65;10482;Pave;Regular;AllPub;Inside;North_Ames;SLvl;Above_Average;Very_Good;1958;1958;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1138;0;0;1138;0;1;1;0;3;1;Typical;6;0;No_Fireplace;Attchd;1;264;Typical;Typical;Paved;6;2007;145000
Residential_Medium_Density;61;8534;Pave;Regular;AllPub;Inside;Iowa_DOT_and_Rail_Road;One_Story;Below_Average;Below_Average;1925;1950;Wd Sdng;Wd Sdng;GasA;Typical;N;FuseA;672;0;0;672;0;0;1;0;2;1;Typical;4;0;No_Fireplace;No_Garage;0;0;No_Garage;No_Garage;Dirt_Gravel;6;2006;72000
Floating_Village_Residential;85;9187;Pave;Regular;AllPub;Inside;Somerset;One_Story;Excellent;Average;2009;2009;CemntBd;CmentBd;GasA;Excellent;Y;SBrkr;1766;0;0;1766;1;0;2;1;2;1;Excellent;7;1;Good;Attchd;3;478;Typical;Typical;Paved;10;2009;370878
Residential_Low_Density;81;9672;Pave;Regular;AllPub;Corner;Sawyer_West;One_Story;Above_Average;Average;1984;1985;HdBoard;Plywood;GasA;Typical;Y;SBrkr;1097;0;0;1097;0;0;2;0;3;1;Typical;6;0;No_Fireplace;Attchd;2;480;Typical;Typical;Paved;5;2010;152000
Residential_Low_Density;0;12388;Pave;Slightly_Irregular;AllPub;Inside;Northwest_Ames;Two_Story;Good;Good;1980;1991;Plywood;Plywood;GasA;Typical;Y;SBrkr;1539;1134;0;2673;0;0;2;1;4;1;Good;9;1;Typical;BuiltIn;2;441;Typical;Typical;Paved;8;2009;249000
Residential_Low_Density;70;7535;Pave;Slightly_Irregular;AllPub;Inside;North_Ames;One_Story;Average;Good;1958;1985;MetalSd;MetalSd;GasA;Fair;Y;SBrkr;912;0;0;912;0;1;1;0;2;1;Typical;5;0;No_Fireplace;Attchd;1;297;Typical;Typical;Paved;6;2007;120000
Residential_Low_Density;85;15428;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Average;Above_Average;1951;1991;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;884;0;0;884;1;0;1;0;2;1;Typical;4;0;No_Fireplace;Attchd;1;270;Typical;Typical;Paved;6;2006;142000
Residential_Low_Density;79;11526;Pave;Slightly_Irregular;AllPub;Inside;Crawford;Two_and_Half_Fin;Above_Average;Good;1922;1994;MetalSd;MetalSd;GasA;Fair;Y;SBrkr;1423;748;384;2555;0;0;2;0;3;1;Typical;11;1;Good;Detchd;2;672;Typical;Typical;Paved;9;2008;191000
Residential_Low_Density;63;9457;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Average;Above_Average;1970;1990;MetalSd;MetalSd;GasA;Typical;Y;SBrkr;1422;0;0;1422;1;0;1;0;3;1;Typical;7;0;No_Fireplace;Detchd;2;576;Typical;Typical;Paved;9;2007;155000
Residential_Low_Density;65;8529;Pave;Slightly_Irregular;AllPub;Inside;Sawyer_West;One_Story;Good;Average;2001;2001;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1434;0;0;1434;0;0;2;0;3;1;Good;6;1;Typical;Attchd;2;527;Typical;Typical;Paved;4;2009;189000
Residential_Low_Density;63;8199;Pave;Regular;AllPub;Inside;College_Creek;Two_Story;Good;Average;2005;2005;WdShing;Wd Shng;GasA;Excellent;Y;SBrkr;728;728;0;1456;1;0;2;1;3;1;Good;7;1;Good;Attchd;2;410;Typical;Typical;Paved;10;2008;189000
Residential_Low_Density;106;12720;Pave;Regular;AllPub;Inside;Northridge;Two_Story;Very_Good;Average;2000;2000;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1466;1221;0;2687;1;0;2;1;4;1;Good;10;2;Typical;BuiltIn;3;810;Typical;Typical;Paved;9;2009;327000
Residential_Low_Density;60;7350;Pave;Regular;AllPub;Corner;North_Ames;One_Story;Average;Good;1951;1951;HdBoard;HdBoard;GasA;Typical;Y;SBrkr;952;0;0;952;1;0;1;0;2;1;Typical;4;0;No_Fireplace;Detchd;2;840;Typical;Typical;Paved;6;2008;139000
Residential_Low_Density;75;9750;Pave;Regular;AllPub;Inside;College_Creek;One_Story;Good;Average;2000;2001;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1630;0;0;1630;0;0;2;0;3;1;Good;6;1;Typical;Attchd;2;451;Typical;Typical;Paved;10;2009;213000
Residential_Low_Density;85;14191;Pave;Regular;AllPub;Inside;Timberland;Two_Story;Very_Good;Average;2002;2002;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;993;915;0;1908;0;0;2;1;4;1;Good;9;0;No_Fireplace;Attchd;2;431;Typical;Typical;Paved;4;2010;202900
Residential_Low_Density;85;11128;Pave;Regular;AllPub;Corner;Somerset;One_Story;Excellent;Average;2005;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;2490;0;0;2490;1;0;2;0;2;1;Excellent;9;2;Good;Attchd;3;795;Typical;Typical;Paved;10;2009;468000
Residential_Medium_Density;52;6240;Pave;Regular;AllPub;Inside;Brookside;One_and_Half_Fin;Average;Very_Good;1939;1952;Wd Sdng;Wd Sdng;GasA;Excellent;Y;SBrkr;899;423;0;1322;1;0;1;0;4;1;Typical;7;0;No_Fireplace;Detchd;1;280;Typical;Typical;Paved;7;2007;132000
Residential_Low_Density;66;13695;Pave;Regular;AllPub;Inside;Sawyer_West;One_Story;Above_Average;Average;2003;2004;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1114;0;0;1114;1;0;1;0;3;1;Good;6;0;No_Fireplace;Detchd;2;576;Typical;Typical;Paved;7;2008;155000
